Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
23093.4314762,220719.375,228226.515625,683922.75,335670.03125,-709075.0625,333853.53125,236447.671875,-708308.875,-0.122802734375,0.990478515625,0.104248046875,0.6713866591453552,4.547118663787842,0.2136230319738388,66.66667175292969,1398595.0,1.0
23093.4314858,220409.21875,227908.5,683559.125,335301.3125,-709086.9375,333572.25,236123.75,-708320.1875,-0.1220703125,0.989990234375,0.10546875,0.6408690810203552,4.547118663787842,0.0915527269244194,66.66667175292969,1398596.0,1.0
23093.4334206,220738.78125,228171.890625,683843.0,335550.5625,-709069.9375,333786.125,236401.53125,-708303.3125,-0.11962890625,0.989013671875,0.105224609375,0.6103515028953552,4.486083507537842,-0.1220703050494194,66.66667175292969,1398597.0,1.0
23093.4496965,220926.890625,228367.0625,684072.375,335778.75,-709064.75,333963.15625,236613.15625,-708298.5625,-0.119873046875,0.990234375,0.104248046875,0.6103515028953552,4.638671398162842,-0.0915527269244194,66.66667175292969,1398598.0,1.0
23093.4777344,221011.5625,228461.921875,684188.0625,335915.625,-709064.5,334068.65625,236711.78125,-708298.3125,-0.117431640625,0.99072265625,0.10400390625,0.5493163466453552,4.669188976287842,-0.1525878757238388,66.66667175292969,1398599.0,1.0
23093.4777467,220719.28125,228224.546875,683930.6875,335679.6875,-709072.5625,333874.09375,236454.28125,-708306.0625,-0.116943359375,0.990234375,0.1044921875,0.4577636420726776,4.699706554412842,-0.0915527269244194,66.66667175292969,1398600.0,1.0
23093.4795129,220408.6875,227913.78125,683573.25,335304.0,-709074.4375,333587.8125,236126.796875,-708307.9375,-0.11572265625,0.989013671875,0.1015625,0.3662109076976776,4.852294445037842,-0.0915527269244194,66.66667175292969,1398601.0,1.0
23093.4872309,220732.515625,228171.625,683867.125,335550.75,-709063.625,333799.34375,236404.21875,-708297.5,-0.114990234375,0.99267578125,0.101806640625,0.2746581733226776,4.974364757537842,-0.1220703050494194,66.66667175292969,1398602.0,1.0
23093.4896743,220926.984375,228374.40625,684101.125,335792.25,-709055.6875,333991.6875,236625.0625,-708289.875,-0.115234375,0.993408203125,0.103759765625,0.0915527269244194,5.004882335662842,-0.1220703050494194,66.66667175292969,1398603.0,1.0
23093.4921361,221010.484375,228467.5625,684211.4375,335926.0,-709056.4375,334097.0,236720.8125,-708290.8125,-0.115234375,0.99267578125,0.10205078125,0.0610351525247097,5.126952648162842,-0.1525878757238388,66.66667175292969,1398604.0,1.0
23093.4996764,220716.875,228225.09375,683948.5625,335683.25,-709064.625,333892.96875,236455.984375,-708298.625,-0.115234375,0.99267578125,0.104736328125,-0.1525878757238388,5.218505382537842,-0.2136230319738388,66.66667175292969,1398605.0,1.0
23093.5021498,220416.1875,227921.109375,683613.0,335325.28125,-709070.4375,333621.34375,236145.390625,-708304.1875,-0.115478515625,0.993408203125,0.10009765625,-0.1831054538488388,5.340575695037842,-0.2136230319738388,66.66667175292969,1398606.0,1.0
23093.5046625,220742.171875,228182.4375,683909.9375,335580.25,-709061.125,333839.21875,236430.140625,-708295.0,-0.11767578125,0.993896484375,0.100830078125,-0.3051757514476776,5.432128429412842,-0.3051757514476776,66.66667175292969,1398607.0,1.0
23093.5071801,220922.78125,228371.265625,684122.375,335802.15625,-709058.5,334008.9375,236634.265625,-708292.3125,-0.1171875,0.995361328125,0.10009765625,-0.7019042372703552,5.401610851287842,-0.3051757514476776,66.66667175292969,1398608.0,1.0
23093.5096847,221012.1875,228472.84375,684238.875,335939.84375,-709058.625,334115.0625,236733.234375,-708292.1875,-0.115966796875,0.99609375,0.10595703125,-0.7934569716453552,5.493163585662842,-0.2746581733226776,66.66667175292969,1398609.0,1.0
23093.5121662,220706.140625,228218.921875,683970.125,335693.1875,-709063.6875,333908.15625,236466.71875,-708297.3125,-0.115966796875,0.99853515625,0.10595703125,-1.0070799589157104,5.523681163787842,-0.2136230319738388,66.66667175292969,1398610.0,1.0
23093.5146884,220377.03125,227879.171875,683599.625,335305.78125,-709072.8125,333606.15625,236130.1875,-708306.875,-0.1162109375,0.999755859375,0.108154296875,-1.0681151151657104,5.615233898162842,-0.1525878757238388,66.66667175292969,1398611.0,1.0
23093.5171366,220721.609375,228158.484375,683905.8125,335570.40625,-709056.625,333833.6875,236426.84375,-708290.625,-0.115966796875,1.0,0.107666015625,-1.2817381620407104,5.676269054412842,-0.1220703050494194,66.66667175292969,1398612.0,1.0
23093.5197378,220915.984375,228367.6875,684133.4375,335808.25,-709055.8125,334020.71875,236644.71875,-708289.625,-0.115478515625,1.000732421875,0.108154296875,-1.5869139432907104,5.615233898162842,-0.0915527269244194,66.66667175292969,1398613.0,1.0
23093.5221675,221001.359375,228466.21875,684249.1875,335946.8125,-709061.625,334128.375,236743.515625,-708295.5,-0.1171875,0.999267578125,0.111083984375,-1.8005369901657104,5.737304210662842,-0.2136230319738388,66.66667175292969,1398614.0,1.0
23093.5246664,220699.25,228211.140625,683979.75,335697.5625,-709077.0,333915.40625,236473.328125,-708311.25,-0.11865234375,0.998291015625,0.109130859375,-1.9531248807907104,5.706786632537842,-0.1220703050494194,66.66667175292969,1398615.0,1.0
23093.5277413,220383.375,227889.453125,683616.4375,335319.8125,-709085.625,333622.6875,236143.6875,-708319.3125,-0.119140625,0.993896484375,0.11083984375,-2.105712652206421,5.767821788787842,-0.0610351525247097,66.66667175292969,1398616.0,1.0
23093.5277505,220719.203125,228159.828125,683925.0625,335582.40625,-709064.25,333848.53125,236434.4375,-708298.0,-0.123046875,0.991455078125,0.10986328125,-2.105712652206421,5.615233898162842,0.03051757626235485,66.66667175292969,1398617.0,1.0
23093.5296641,220921.25,228368.953125,684157.5,335824.78125,-709062.0,334038.875,236658.5,-708295.6875,-0.12451171875,0.989990234375,0.11376953125,-2.014159917831421,5.615233898162842,0.1831054538488388,66.66667175292969,1398618.0,1.0
23093.5327591,221010.75,228474.71875,684273.75,335964.71875,-709062.8125,334147.5,236759.171875,-708296.9375,-0.126953125,0.98828125,0.11279296875,-2.044677495956421,5.615233898162842,0.2746581733226776,66.66667175292969,1398619.0,1.0
23093.5327701,220706.234375,228222.9375,684003.3125,335716.15625,-709078.75,333936.6875,236488.703125,-708312.5,-0.126953125,0.989013671875,0.115478515625,-1.9531248807907104,5.493163585662842,0.3051757514476776,66.66667175292969,1398620.0,1.0
23093.5352704,220391.703125,227908.046875,683633.875,335345.375,-709086.9375,333651.21875,236163.890625,-708320.5625,-0.1298828125,0.989501953125,0.117919921875,-1.9226073026657104,5.340575695037842,0.5187987685203552,66.66667175292969,1398621.0,1.0
23093.5352794,220716.953125,228169.03125,683915.25,335597.25,-709068.1875,333868.65625,236444.90625,-708301.875,-0.13134765625,0.98828125,0.115966796875,-1.8920897245407104,5.157470226287842,0.3662109076976776,66.66667175292969,1398622.0,1.0
23093.5459289,220918.390625,228380.21875,684153.125,335844.28125,-709056.9375,334066.6875,236672.53125,-708290.8125,-0.13623046875,0.986328125,0.115478515625,-1.8005369901657104,4.882812023162842,0.4577636420726776,66.66667175292969,1398623.0,1.0
23093.5489875,220992.78125,228461.484375,684248.875,335962.75,-709056.75,334156.625,236752.375,-708290.8125,-0.13818359375,0.98486328125,0.1162109375,-1.7089842557907104,4.577636241912842,0.4882812201976776,66.66667175292969,1398624.0,1.0
23093.5489983,220692.015625,228206.578125,683975.375,335708.09375,-709072.75,333942.15625,236477.71875,-708306.5,-0.138427734375,0.985107421875,0.11279296875,-1.5869139432907104,4.333495616912842,0.4882812201976776,66.66667175292969,1398625.0,1.0
23093.5509335,220389.015625,227898.125,683597.375,335337.78125,-709083.3125,333656.9375,236153.4375,-708316.6875,-0.13916015625,0.983642578125,0.11669921875,-1.4038084745407104,4.150390148162842,0.5187987685203552,66.66667175292969,1398626.0,1.0
23093.5596729,220717.9375,228166.96875,683868.3125,335594.5625,-709073.875,333879.09375,236438.640625,-708307.25,-0.139892578125,0.985107421875,0.1162109375,-1.2207030057907104,3.845214605331421,0.5798339247703552,66.66667175292969,1398627.0,1.0
23093.5746676,220914.8125,228371.265625,684103.25,335836.40625,-709070.5,334072.125,236663.40625,-708304.1875,-0.139892578125,0.984619140625,0.11572265625,-1.0070799589157104,3.570556402206421,0.7324218153953552,66.66667175292969,1398628.0,1.0
23093.5746794,221005.390625,228473.109375,684217.875,335972.75,-709071.6875,334178.1875,236762.203125,-708305.6875,-0.139404296875,0.9853515625,0.116943359375,-0.9460448622703552,3.326415777206421,0.6408690810203552,66.66667175292969,1398629.0,1.0
23093.5746829,220713.734375,228235.8125,683957.25,335732.4375,-709080.25,333978.25,236499.609375,-708314.1875,-0.14013671875,0.983154296875,0.1181640625,-0.8850097060203552,2.990722417831421,0.7324218153953552,66.66667175292969,1398630.0,1.0
23093.5771438,220373.90625,227894.734375,683568.5,335326.96875,-709094.125,333662.21875,236143.234375,-708327.375,-0.138427734375,0.98095703125,0.11767578125,-0.7629393935203552,2.685546636581421,0.7934569716453552,66.66667175292969,1398631.0,1.0
23093.5796583,220702.921875,228161.609375,683877.0625,335583.46875,-709074.6875,333888.21875,236432.5625,-708308.375,-0.13916015625,0.980712890625,0.115966796875,-0.6103515028953552,2.258300542831421,0.7019042372703552,66.66667175292969,1398632.0,1.0
23093.5820769,220911.328125,228380.84375,684124.625,335829.6875,-709060.125,334086.0,236660.375,-708293.8125,-0.138427734375,0.978515625,0.115966796875,-0.4577636420726776,1.9836424589157104,0.7324218153953552,66.66667175292969,1398633.0,1.0
23093.5884237,220996.171875,228477.484375,684234.125,335957.46875,-709058.875,334184.96875,236748.34375,-708292.5625,-0.13671875,0.978759765625,0.1142578125,-0.2136230319738388,1.6784666776657104,0.7324218153953552,66.66667175292969,1398634.0,1.0
23093.5915073,220690.765625,228220.796875,683960.375,335704.09375,-709065.875,333975.65625,236477.53125,-708299.25,-0.13720703125,0.98095703125,0.113525390625,0.03051757626235485,1.3427733182907104,0.7629393935203552,66.66667175292969,1398635.0,1.0
23093.5915176,220371.40625,227896.15625,683585.9375,335319.46875,-709068.0,333682.0625,236143.15625,-708301.625,-0.1357421875,0.984130859375,0.115234375,0.1831054538488388,1.0681151151657104,0.9460448622703552,66.66667175292969,1398636.0,1.0
23093.5934219,220696.75,228155.796875,683863.1875,335564.15625,-709065.5,333894.5,236418.34375,-708299.0,-0.13134765625,0.9833984375,0.114990234375,0.3967284858226776,0.8544921278953552,0.7324218153953552,66.66667175292969,1398637.0,1.0
23093.6096943,220906.859375,228376.015625,684101.625,335807.53125,-709056.125,334091.90625,236647.140625,-708289.625,-0.12939453125,0.9833984375,0.11572265625,0.4577636420726776,0.7629393935203552,0.7324218153953552,66.66667175292969,1398638.0,1.0
23093.6127385,220999.390625,228484.8125,684227.9375,335948.34375,-709052.4375,334210.09375,236754.6875,-708286.0625,-0.128173828125,0.9873046875,0.11328125,0.4882812201976776,0.6103515028953552,0.7934569716453552,66.66667175292969,1398639.0,1.0
23093.6127502,220695.234375,228229.46875,683957.4375,335697.65625,-709065.125,334004.71875,236482.890625,-708299.0,-0.1240234375,0.99072265625,0.110595703125,0.5798339247703552,0.4272460639476776,0.7629393935203552,66.66667175292969,1398640.0,1.0
23093.6146618,220385.4375,227911.890625,683582.875,335312.40625,-709072.8125,333711.84375,236146.546875,-708306.5,-0.122314453125,0.99267578125,0.11083984375,0.5493163466453552,0.3662109076976776,0.8544921278953552,66.66667175292969,1398641.0,1.0
23093.6171708,220723.390625,228184.140625,683884.1875,335570.34375,-709053.875,333940.53125,236435.328125,-708287.9375,-0.12060546875,0.992431640625,0.112548828125,0.4577636420726776,0.3051757514476776,0.8544921278953552,66.66667175292969,1398642.0,1.0
23093.6208829,220906.765625,228367.6875,684101.1875,335784.90625,-709058.8125,334110.40625,236633.734375,-708292.75,-0.120361328125,0.991455078125,0.111328125,0.4272460639476776,0.3356933295726776,0.8239745497703552,66.66667175292969,1398643.0,1.0
23093.6302382,220992.0625,228462.640625,684214.0,335914.46875,-709055.375,334215.8125,236727.25,-708289.6875,-0.120849609375,0.990234375,0.11181640625,0.3967284858226776,0.3356933295726776,0.8544921278953552,66.66667175292969,1398644.0,1.0
23093.6302512,220692.734375,228215.171875,683948.5,335669.5625,-709059.3125,334013.84375,236462.421875,-708293.9375,-0.12060546875,0.9873046875,0.11083984375,0.4272460639476776,0.3967284858226776,0.6713866591453552,66.66667175292969,1398645.0,1.0
23093.6321182,220387.140625,227904.921875,683586.8125,335298.71875,-709073.8125,333735.34375,236140.921875,-708307.5,-0.1201171875,0.98681640625,0.112060546875,0.4577636420726776,0.4272460639476776,0.7019042372703552,66.66667175292969,1398646.0,1.0
23093.638445,220717.9375,228169.390625,683870.1875,335548.0625,-709058.0625,333955.5625,236424.78125,-708291.6875,-0.123779296875,0.986083984375,0.115478515625,0.4882812201976776,0.4272460639476776,0.6103515028953552,66.66667175292969,1398647.0,1.0
23093.6414772,220903.734375,228365.453125,684084.8125,335764.53125,-709057.625,334127.65625,236628.09375,-708291.5,-0.124267578125,0.98779296875,0.1142578125,0.4882812201976776,0.4882812201976776,0.6713866591453552,66.66667175292969,1398648.0,1.0
23093.6414875,220983.21875,228456.125,684193.875,335885.75,-709059.4375,334224.5625,236715.09375,-708293.375,-0.123779296875,0.9873046875,0.1181640625,0.4577636420726776,0.5187987685203552,0.5798339247703552,66.66667175292969,1398649.0,1.0
23093.6546898,220694.34375,228215.703125,683938.9375,335645.96875,-709069.875,334030.125,236457.421875,-708303.9375,-0.122802734375,0.98828125,0.114990234375,0.5798339247703552,0.4577636420726776,0.6103515028953552,66.66667175292969,1398650.0,1.0
23093.6577333,220385.4375,227908.765625,683576.5625,335278.6875,-709066.75,333753.125,236137.875,-708300.875,-0.12158203125,0.986572265625,0.114501953125,0.6713866591453552,0.4577636420726776,0.6103515028953552,66.66667175292969,1398651.0,1.0
23093.6577441,220701.578125,228155.984375,683838.6875,335514.0,-709056.375,333957.34375,236405.828125,-708290.5,-0.11767578125,0.988037109375,0.11474609375,0.6408690810203552,0.5187987685203552,0.7324218153953552,66.66667175292969,1398652.0,1.0
23093.6596642,220915.796875,228382.453125,684088.375,335762.65625,-709044.125,334158.40625,236636.953125,-708278.0,-0.11865234375,0.986328125,0.113037109375,0.7629393935203552,0.6103515028953552,0.7629393935203552,66.66667175292969,1398653.0,1.0
23093.6633945,220995.546875,228478.015625,684195.875,335886.28125,-709048.0625,334255.34375,236722.59375,-708282.5,-0.116943359375,0.9833984375,0.1103515625,0.8239745497703552,0.7324218153953552,0.7629393935203552,66.66667175292969,1398654.0,1.0
23093.6802391,220688.078125,228222.3125,683924.875,335633.4375,-709065.875,334047.90625,236449.8125,-708299.875,-0.119384765625,0.98095703125,0.109619140625,0.8239745497703552,0.8544921278953552,0.7934569716453552,66.66667175292969,1398655.0,1.0
23093.6802523,220366.3125,227894.640625,683558.3125,335255.875,-709068.1875,333762.0625,236122.953125,-708301.6875,-0.119384765625,0.978271484375,0.10693359375,0.9765624403953552,0.8850097060203552,0.9460448622703552,66.66667175292969,1398656.0,1.0
23093.6820182,220698.359375,228160.265625,683844.75,335509.90625,-709048.6875,333986.75,236409.578125,-708282.375,-0.11865234375,0.9765625,0.108642578125,1.1901854276657104,0.8239745497703552,0.8544921278953552,66.66667175292969,1398657.0,1.0
23093.6909158,220896.75,228367.421875,684071.4375,335741.71875,-709052.0625,334173.96875,236622.90625,-708285.6875,-0.12158203125,0.974853515625,0.11181640625,1.4343260526657104,0.9460448622703552,1.0070799589157104,66.66667175292969,1398658.0,1.0
23093.6934305,220991.53125,228478.921875,684191.0625,335878.875,-709052.875,334286.09375,236722.15625,-708286.375,-0.119384765625,0.976806640625,0.108154296875,1.6784666776657104,1.0070799589157104,1.0375975370407104,66.66667175292969,1398659.0,1.0
23093.695946,220700.6875,228238.6875,683932.125,335641.0625,-709061.625,334089.75,236463.859375,-708295.25,-0.117919921875,0.9765625,0.107421875,1.9531248807907104,0.9460448622703552,0.8544921278953552,66.66667175292969,1398660.0,1.0
23093.6983875,220377.578125,227909.21875,683557.9375,335257.6875,-709065.6875,333797.5625,236129.921875,-708298.5625,-0.118896484375,0.978515625,0.1103515625,2.136230230331421,0.9460448622703552,1.0681151151657104,66.66667175292969,1398661.0,1.0
23093.7014841,220700.515625,228160.71875,683850.6875,335501.40625,-709046.25,334010.53125,236408.25,-708279.9375,-0.118896484375,0.98193359375,0.111083984375,2.288818120956421,0.9460448622703552,1.0375975370407104,66.66667175292969,1398662.0,1.0
23093.7014953,220910.609375,228383.34375,684100.625,335744.59375,-709044.9375,334207.84375,236636.59375,-708278.625,-0.1201171875,0.98291015625,0.109375,2.380370855331421,0.9765624403953552,1.0986326932907104,66.66667175292969,1398663.0,1.0
23093.703415,220993.234375,228481.515625,684218.125,335876.09375,-709052.6875,334314.4375,236733.421875,-708286.25,-0.121337890625,0.984619140625,0.10791015625,2.471923589706421,1.0681151151657104,1.0986326932907104,66.66667175292969,1398664.0,1.0
23093.7121464,220688.4375,228225.359375,683947.25,335623.0,-709069.4375,334106.28125,236461.53125,-708302.875,-0.1181640625,0.985107421875,0.111328125,2.624511480331421,1.1291502714157104,0.9765624403953552,66.66667175292969,1398665.0,1.0
23093.7152885,220370.15625,227897.6875,683586.1875,335236.65625,-709072.3125,333812.6875,236124.375,-708305.25,-0.11865234375,0.987060546875,0.107666015625,2.624511480331421,1.2207030057907104,0.9460448622703552,66.66667175292969,1398666.0,1.0
23093.7152998,220696.578125,228151.953125,683878.125,335483.875,-709057.875,334027.25,236403.140625,-708291.4375,-0.116943359375,0.98828125,0.10791015625,2.685546636581421,1.1901854276657104,0.8544921278953552,66.66667175292969,1398667.0,1.0
23093.725893,220903.734375,228366.625,684119.9375,335726.0,-709057.625,334224.21875,236628.90625,-708291.5625,-0.115966796875,0.989990234375,0.109130859375,2.685546636581421,1.3122557401657104,0.6713866591453552,66.66667175292969,1398668.0,1.0
23093.7302367,220993.578125,228475.515625,684238.25,335862.96875,-709057.875,334335.09375,236726.359375,-708292.0625,-0.1162109375,0.9921875,0.108642578125,2.716064214706421,1.4038084745407104,0.5187987685203552,66.66667175292969,1398669.0,1.0
23093.7302486,220698.28125,228227.140625,683977.375,335621.5625,-709070.9375,334136.34375,236462.15625,-708304.375,-0.1142578125,0.99267578125,0.109375,2.746581792831421,1.4038084745407104,0.4882812201976776,66.66667175292969,1398670.0,1.0
23093.7364847,220377.125,227898.75,683597.8125,335238.4375,-709071.3125,333843.78125,236125.890625,-708304.125,-0.114013671875,0.993408203125,0.107666015625,2.716064214706421,1.4953612089157104,0.3662109076976776,66.66667175292969,1398671.0,1.0
23093.7364967,220705.0625,228160.890625,683883.9375,335484.59375,-709048.3125,334058.5625,236403.328125,-708281.3125,-0.114013671875,0.996337890625,0.10498046875,2.655029058456421,1.5869139432907104,0.3051757514476776,66.66667175292969,1398672.0,1.0
23093.7452933,220899.890625,228363.40625,684125.25,335716.875,-709051.375,334244.34375,236618.796875,-708285.125,-0.114501953125,0.998291015625,0.107177734375,2.563476324081421,1.7089842557907104,0.03051757626235485,66.66667175292969,1398673.0,1.0
23093.7453059,220990.359375,228463.09375,684239.125,335850.1875,-709058.3125,334349.03125,236713.84375,-708292.3125,-0.114990234375,0.999267578125,0.109375,2.471923589706421,1.8310545682907104,-0.1525878757238388,66.66667175292969,1398674.0,1.0
23093.7471666,220701.21875,228226.4375,683982.5625,335614.9375,-709065.5,334154.9375,236456.171875,-708298.8125,-0.115234375,1.001708984375,0.105712890625,2.258300542831421,1.8920897245407104,-0.4272460639476776,66.66667175292969,1398675.0,1.0
23093.7533934,220380.25,227899.828125,683602.0,335232.8125,-709075.6875,333863.375,236119.734375,-708308.875,-0.113525390625,1.003173828125,0.106689453125,2.166747808456421,1.9531248807907104,-0.6103515028953552,66.66667175292969,1398676.0,1.0
23093.760265,220707.75,228159.5625,683870.0625,335482.8125,-709068.1875,334080.28125,236398.859375,-708301.6875,-0.115478515625,1.003662109375,0.109375,2.014159917831421,2.014159917831421,-0.7629393935203552,66.66667175292969,1398677.0,1.0
23093.7602788,220898.546875,228356.78125,684098.3125,335715.875,-709068.1875,334263.28125,236616.828125,-708301.9375,-0.1162109375,1.002685546875,0.10693359375,1.8005369901657104,2.136230230331421,-0.9155272841453552,66.66667175292969,1398678.0,1.0
23093.7621439,220989.828125,228466.046875,684211.5,335850.4375,-709062.875,334369.25,236715.265625,-708297.125,-0.115234375,1.001953125,0.10595703125,1.5869139432907104,2.227782964706421,-1.0986326932907104,66.66667175292969,1398679.0,1.0
23093.7733964,220701.046875,228232.78125,683958.5625,335617.53125,-709072.125,334176.84375,236460.8125,-708306.0,-0.115478515625,1.001220703125,0.108154296875,1.4343260526657104,2.349853277206421,-1.1596678495407104,66.66667175292969,1398680.0,1.0
23093.77774,220384.453125,227911.1875,683595.75,335240.78125,-709081.3125,333891.90625,236131.171875,-708314.3125,-0.1181640625,0.99951171875,0.10693359375,1.1596678495407104,2.441406011581421,-1.3427733182907104,66.66667175292969,1398681.0,1.0
23093.7777547,220711.421875,228166.265625,683879.4375,335489.96875,-709066.9375,334107.53125,236410.65625,-708299.8125,-0.119140625,0.99951171875,0.107177734375,0.8850097060203552,2.471923589706421,-1.3427733182907104,66.66667175292969,1398682.0,1.0
23093.7902928,220917.40625,228383.515625,684111.5,335729.9375,-709057.5625,334298.4375,236633.734375,-708291.3125,-0.1181640625,0.997314453125,0.10546875,0.7629393935203552,2.502441167831421,-1.4038084745407104,66.66667175292969,1398683.0,1.0
23093.7903049,221002.796875,228483.75,684221.25,335860.375,-709058.3125,334401.15625,236727.609375,-708292.5,-0.119384765625,0.99658203125,0.108154296875,0.6713866591453552,2.532958745956421,-1.4038084745407104,66.66667175292969,1398684.0,1.0
23093.7927271,220707.65625,228238.046875,683961.0625,335622.09375,-709066.5625,334202.6875,236468.859375,-708300.4375,-0.119384765625,0.99658203125,0.108642578125,0.4882812201976776,2.502441167831421,-1.5258787870407104,66.66667175292969,1398685.0,1.0
23093.7927367,220391.15625,227918.515625,683588.0,335249.4375,-709076.0625,333917.90625,236141.984375,-708309.3125,-0.12158203125,0.993896484375,0.10791015625,0.2441406100988388,2.502441167831421,-1.6174315214157104,66.66667175292969,1398686.0,1.0
23093.7959367,220721.609375,228182.625,683869.25,335500.40625,-709061.1875,334135.09375,236423.0,-708295.0625,-0.12451171875,0.99560546875,0.107666015625,0.1220703050494194,2.532958745956421,-1.4953612089157104,66.66667175292969,1398687.0,1.0
23093.8102598,220915.09375,228379.234375,684089.625,335724.65625,-709057.8125,334312.65625,236632.65625,-708291.875,-0.125732421875,0.99560546875,0.109375,-0.0610351525247097,2.532958745956421,-1.5563963651657104,66.66667175292969,1398688.0,1.0
23093.8102721,220996.0,228467.390625,684203.9375,335846.5,-709056.125,334411.71875,236722.234375,-708289.875,-0.126708984375,0.993896484375,0.107177734375,-0.1831054538488388,2.471923589706421,-1.5563963651657104,66.66667175292969,1398689.0,1.0
23093.8170745,220705.25,228223.390625,683948.5625,335606.71875,-709071.125,334215.90625,236464.5625,-708305.4375,-0.128662109375,0.99267578125,0.105224609375,-0.3662109076976776,2.410888433456421,-1.3427733182907104,66.66667175292969,1398690.0,1.0
23093.8170862,220396.34375,227911.0,683573.3125,335233.34375,-709084.0,333930.78125,236138.40625,-708317.875,-0.12841796875,0.991455078125,0.108154296875,-0.3662109076976776,2.319335699081421,-1.2817381620407104,66.66667175292969,1398691.0,1.0
23093.8170897,220729.125,228180.921875,683853.4375,335489.6875,-709068.625,334153.40625,236426.921875,-708302.25,-0.131103515625,0.988525390625,0.109619140625,-0.3662109076976776,2.227782964706421,-1.1596678495407104,66.66667175292969,1398692.0,1.0
23093.8202919,220924.296875,228384.59375,684090.9375,335722.875,-709066.125,334339.5625,236646.421875,-708300.0625,-0.131591796875,0.989990234375,0.10986328125,-0.4577636420726776,2.075195074081421,-1.2512205839157104,66.66667175292969,1398693.0,1.0
23093.8203038,221004.9375,228480.265625,684204.0,335854.28125,-709063.25,334443.1875,236741.015625,-708297.0625,-0.130859375,0.99169921875,0.1103515625,-0.5798339247703552,1.9836424589157104,-1.0986326932907104,66.66667175292969,1398694.0,1.0
23093.835934,220712.578125,228238.5,683944.5625,335612.875,-709069.6875,334244.5,236478.78125,-708303.3125,-0.1298828125,0.99267578125,0.111572265625,-0.7629393935203552,1.8005369901657104,-0.9765624403953552,66.66667175292969,1398695.0,1.0
23093.850862,220391.25,227910.109375,683573.0625,335228.875,-709075.3125,333952.875,236142.703125,-708308.875,-0.128173828125,0.9931640625,0.10986328125,-0.7324218153953552,1.8310545682907104,-0.8850097060203552,66.66667175292969,1398696.0,1.0
23093.8508735,220722.140625,228172.78125,683848.0,335483.59375,-709060.5,334174.25,236427.203125,-708294.375,-0.130126953125,0.9931640625,0.116455078125,-0.8239745497703552,1.6784666776657104,-0.7019042372703552,66.66667175292969,1398697.0,1.0
23093.8508769,220925.015625,228386.203125,684080.6875,335726.0,-709056.4375,334369.3125,236654.109375,-708290.6875,-0.12939453125,0.99169921875,0.115478515625,-0.8544921278953552,1.6174315214157104,-0.5798339247703552,66.66667175292969,1398698.0,1.0
23093.8539865,221008.25,228484.109375,684193.8125,335856.78125,-709058.8125,334475.375,236748.609375,-708293.0,-0.126220703125,0.9912109375,0.1181640625,-0.8850097060203552,1.4343260526657104,-0.4882812201976776,66.66667175292969,1398699.0,1.0
23093.8539977,220716.25,228246.90625,683941.0,335621.65625,-709067.0,334284.46875,236492.203125,-708301.0,-0.12548828125,0.991455078125,0.117431640625,-0.9155272841453552,1.4648436307907104,-0.3051757514476776,66.66667175292969,1398700.0,1.0
23093.8559157,220394.109375,227919.5,683577.0,335235.3125,-709069.6875,333994.1875,236156.921875,-708303.3125,-0.12451171875,0.989990234375,0.114501953125,-0.9765624403953552,1.4648436307907104,-0.2136230319738388,66.66667175292969,1398701.0,1.0
23093.8584262,220719.546875,228178.0625,683869.1875,335482.0,-709060.5,334210.71875,236435.15625,-708294.0,-0.123779296875,0.98828125,0.115478515625,-1.0070799589157104,1.5258787870407104,-0.2136230319738388,66.66667175292969,1398702.0,1.0
23093.8609345,220919.734375,228381.015625,684101.4375,335722.21875,-709059.125,334400.8125,236657.421875,-708292.75,-0.1201171875,0.98779296875,0.11669921875,-0.9155272841453552,1.5869139432907104,-0.0915527269244194,66.66667175292969,1398703.0,1.0
23093.8659104,221014.59375,228490.8125,684222.6875,335861.0,-709055.375,334512.46875,236761.84375,-708289.4375,-0.11865234375,0.987548828125,0.11767578125,-0.8850097060203552,1.5869139432907104,-0.0915527269244194,66.66667175292969,1398704.0,1.0
23093.8697201,220721.15625,228251.203125,683964.75,335623.0,-709083.8125,334314.96875,236502.828125,-708317.6875,-0.117431640625,0.9873046875,0.1142578125,-0.8239745497703552,1.7395018339157104,0.03051757626235485,66.66667175292969,1398705.0,1.0
23093.8740085,220392.6875,227921.015625,683586.8125,335235.59375,-709100.125,334019.125,236163.265625,-708333.9375,-0.11669921875,0.986083984375,0.115234375,-0.7934569716453552,1.8615721464157104,0.0610351525247097,66.66667175292969,1398706.0,1.0
23093.8740199,220721.78125,228181.28125,683872.1875,335484.84375,-709090.875,334237.4375,236446.953125,-708325.125,-0.117919921875,0.984375,0.1162109375,-0.7324218153953552,2.014159917831421,0.1831054538488388,66.66667175292969,1398707.0,1.0
23093.8771574,220924.109375,228385.578125,684101.0,335721.34375,-709077.1875,334425.28125,236667.53125,-708311.6875,-0.115478515625,0.983642578125,0.11767578125,-0.6103515028953552,2.075195074081421,0.2136230319738388,66.66667175292969,1398708.0,1.0
